Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"562.13547","Escherichia coli strain MRSN346595",,562,"Complete","MRSN346595",,,,"MLST.Escherichia_coli_1.617",,,,"2016-11-28T00:00:00Z",,"PRJNA353939","SAMN06029894","GCF_001886755.1",,"CP018109,CP018110,CP018114,CP018113,CP018112,CP018111","NZ_CP018109.1,NZ_CP018110.1,NZ_CP018114.1,NZ_CP018113.1,NZ_CP018112.1,NZ_CP018111.1","Walter Reed Army Institute of Research",,"PacBio; Illumina MiSeq","300.0x","HGAP v. 2.0",1,5,6,5116627,50.76,5213,4963,,"Clinical",,"Jul-2016","United States","United States",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Whole genome sequencing of mcr-1 carrying Escherichia coli clinical isolates.","collected_by:MRSN",99.7,99.1,100,0.4,,"Good","2017-01-16T05:29:10.521Z","2017-01-16T05:29:10.521Z"
"562.13550","Escherichia coli strain FMU073332",,562,"Complete","FMU073332","O6:H16",,"ETEC","MLST.Escherichia_coli_1.4,MLST.Escherichia_coli_2.215","genotype:st+, lt+, lngA+, cstH+, ecpA+, etpA+, etpB+, tibA-, leoA-, tia-, eatA-, cfAI, cfAIII-, cs1-.",,,"2016-12-02T00:00:00Z",,"PRJNA350704","SAMN05945146","GCF_001888075.1",,"CP017844,CP017848,CP017845,CP017846,CP017847","NZ_CP017844.1,NZ_CP017848.1,NZ_CP017845.1,NZ_CP017846.1,NZ_CP017847.1","Centro de Ciencias Genomicas",,"Illumina HiSeq and PacBio RSII","290X","HGAP_3 in SMRT analysis v. 2.3, Spades v.",1,4,5,5022828,50.52,5217,4936,,"faeces",,"1987","Mexico","Mexico: Tlaltizpan, Morelos",,,,,,"Human, Homo sapiens",,"730 days","ETEC infection",,,"host_description:child",,,,,,,,,,,,,"description og genes involved in pathogenicity","collected_by:Carlos Eslava Campos, Armando Navarro Ocana, Alejandro Cravioto",99.9,98.1,100,,,"Good","2017-01-16T06:24:08.192Z","2017-01-16T06:24:08.192Z"
"562.13551","Escherichia coli strain 155",,562,"Complete","155","O157:H7",,"EHEC","MLST.Escherichia_coli_1.11,MLST.Escherichia_coli_2.628",,,,"2016-12-07T00:00:00Z",,"PRJNA336330","SAMN05544764","GCF_001890205.1",,"CP018237,CP018238","NZ_CP018237.1,NZ_CP018238.1","United State Department of Agriculture",,"PacBio","103X","Celera 8.1 v. Mar-2014",1,1,2,5604428,50.5,6087,5955,,"Human",,"2012","United Kingdom","United Kingdom",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Enterohaemorrhagic Escherichia coli (EHEC) O157:H7 strains pose a threat to human health and are usually acquired from ruminants, the environment or fresh produce. Recent whole genome sequencing based on short-read technologies help trace outbreaks and have provided significant insights into the evolution of this pathogen, but these methods don’t capture the genomic variation that underpins differences in zoonotic and pathogenic potential. This variation is, in part, driven by the acquisition of bacteriophages (phages) which contain many similar sequences that require longer read sequencing technologies in order to define their complete composition and position in the genome. This study has used single molecule real time (SMRT) sequencing, a long read technique, to define the integrated phage sequences in a strain set selected to represent the wide diversity of EHEC O157. We demonstrate that the most recent diversification correlates with acquisition of phages encoding specific types of Shiga toxin, responsible for the main damage and life-threatening consequences of EHEC in humans. Smaller phage regions have preferentially lost genes allowing phage production and the density of insertion sequences elements in integrated phage regions supports their involvement in gene deletion and phage entrapment. Profiling of integrated phages will aid identification of virulent strains from short read sequencing currently being adopted more routinely in diagnostic laboratories.","collected_by:Publich Health England",100,99,100,0.4,,"Good","2017-01-16T08:03:48.304Z","2017-01-16T08:03:48.304Z"
"562.13552","Escherichia coli strain 272",,562,"Complete","272","O157:H7",,"EHEC","MLST.Escherichia_coli_1.11,MLST.Escherichia_coli_2.628",,,,"2016-12-07T00:00:00Z",,"PRJNA336330","SAMN05544766","GCF_001890225.1",,"CP018239,CP018240","NZ_CP018239.1,NZ_CP018240.1","United State Department of Agriculture",,"PacBio","165X","Celera 8.1 v. Apr-2014",1,1,2,5568363,50.44,6024,5909,,"Human",,"2013","United Kingdom","United Kingdom",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Enterohaemorrhagic Escherichia coli (EHEC) O157:H7 strains pose a threat to human health and are usually acquired from ruminants, the environment or fresh produce. Recent whole genome sequencing based on short-read technologies help trace outbreaks and have provided significant insights into the evolution of this pathogen, but these methods don’t capture the genomic variation that underpins differences in zoonotic and pathogenic potential. This variation is, in part, driven by the acquisition of bacteriophages (phages) which contain many similar sequences that require longer read sequencing technologies in order to define their complete composition and position in the genome. This study has used single molecule real time (SMRT) sequencing, a long read technique, to define the integrated phage sequences in a strain set selected to represent the wide diversity of EHEC O157. We demonstrate that the most recent diversification correlates with acquisition of phages encoding specific types of Shiga toxin, responsible for the main damage and life-threatening consequences of EHEC in humans. Smaller phage regions have preferentially lost genes allowing phage production and the density of insertion sequences elements in integrated phage regions supports their involvement in gene deletion and phage entrapment. Profiling of integrated phages will aid identification of virulent strains from short read sequencing currently being adopted more routinely in diagnostic laboratories.","collected_by:Publich Health England",100,99.4,99.3,,,"Good","2017-01-16T08:01:32.213Z","2017-01-16T08:01:32.213Z"
"562.13553","Escherichia coli strain 472",,562,"Complete","472","O157:H7",,"EHEC","MLST.Escherichia_coli_1.11,MLST.Escherichia_coli_2.628",,,,"2016-12-07T00:00:00Z",,"PRJNA336330","SAMN05544767","GCF_001890245.1",,"CP018245,CP018246","NZ_CP018245.1,NZ_CP018246.1","United State Department of Agriculture",,"PacBio","207X","Celera 8.1 v. Jan-2015",1,1,2,5608872,50.46,6101,5975,,"Human",,"2012","United Kingdom","United Kingdom",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Enterohaemorrhagic Escherichia coli (EHEC) O157:H7 strains pose a threat to human health and are usually acquired from ruminants, the environment or fresh produce. Recent whole genome sequencing based on short-read technologies help trace outbreaks and have provided significant insights into the evolution of this pathogen, but these methods don’t capture the genomic variation that underpins differences in zoonotic and pathogenic potential. This variation is, in part, driven by the acquisition of bacteriophages (phages) which contain many similar sequences that require longer read sequencing technologies in order to define their complete composition and position in the genome. This study has used single molecule real time (SMRT) sequencing, a long read technique, to define the integrated phage sequences in a strain set selected to represent the wide diversity of EHEC O157. We demonstrate that the most recent diversification correlates with acquisition of phages encoding specific types of Shiga toxin, responsible for the main damage and life-threatening consequences of EHEC in humans. Smaller phage regions have preferentially lost genes allowing phage production and the density of insertion sequences elements in integrated phage regions supports their involvement in gene deletion and phage entrapment. Profiling of integrated phages will aid identification of virulent strains from short read sequencing currently being adopted more routinely in diagnostic laboratories.","collected_by:Publich Health England",100,99.3,100,0.4,,"Good","2017-01-16T08:04:26.615Z","2017-01-16T08:04:26.615Z"
"562.13554","Escherichia coli strain 350",,562,"Complete","350","O157:H7",,"EHEC","MLST.Escherichia_coli_1.11,MLST.Escherichia_coli_2.628",,,,"2016-12-07T00:00:00Z",,"PRJNA336330","SAMN05544765","GCF_001890265.1",,"CP018243,CP018244","NZ_CP018243.1,NZ_CP018244.1","United State Department of Agriculture",,"PacBio","283X","Celera 8.1 v. Jan-2015",1,1,2,5504345,50.49,5897,5829,,"Human",,"2011","United Kingdom","United Kingdom",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Enterohaemorrhagic Escherichia coli (EHEC) O157:H7 strains pose a threat to human health and are usually acquired from ruminants, the environment or fresh produce. Recent whole genome sequencing based on short-read technologies help trace outbreaks and have provided significant insights into the evolution of this pathogen, but these methods don’t capture the genomic variation that underpins differences in zoonotic and pathogenic potential. This variation is, in part, driven by the acquisition of bacteriophages (phages) which contain many similar sequences that require longer read sequencing technologies in order to define their complete composition and position in the genome. This study has used single molecule real time (SMRT) sequencing, a long read technique, to define the integrated phage sequences in a strain set selected to represent the wide diversity of EHEC O157. We demonstrate that the most recent diversification correlates with acquisition of phages encoding specific types of Shiga toxin, responsible for the main damage and life-threatening consequences of EHEC in humans. Smaller phage regions have preferentially lost genes allowing phage production and the density of insertion sequences elements in integrated phage regions supports their involvement in gene deletion and phage entrapment. Profiling of integrated phages will aid identification of virulent strains from short read sequencing currently being adopted more routinely in diagnostic laboratories.","collected_by:Publich Health England",100,99.6,100,,,"Good","2017-01-16T08:00:53.108Z","2017-01-16T08:00:53.108Z"
"562.13557","Escherichia coli strain 319",,562,"Complete","319","O157:H7",,"EHEC","MLST.Escherichia_coli_1.11,MLST.Escherichia_coli_2.628",,,,"2016-12-07T00:00:00Z",,"PRJNA336330","SAMN05544768","GCF_001890325.1",,"CP018241,CP018242","NZ_CP018241.1,NZ_CP018242.1","United State Department of Agriculture",,"PacBio","132X","Celera 8.1 v. Mar-2014",1,1,2,5567385,50.49,5977,5890,,"Human",,"2012","United Kingdom","United Kingdom",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Enterohaemorrhagic Escherichia coli (EHEC) O157:H7 strains pose a threat to human health and are usually acquired from ruminants, the environment or fresh produce. Recent whole genome sequencing based on short-read technologies help trace outbreaks and have provided significant insights into the evolution of this pathogen, but these methods don’t capture the genomic variation that underpins differences in zoonotic and pathogenic potential. This variation is, in part, driven by the acquisition of bacteriophages (phages) which contain many similar sequences that require longer read sequencing technologies in order to define their complete composition and position in the genome. This study has used single molecule real time (SMRT) sequencing, a long read technique, to define the integrated phage sequences in a strain set selected to represent the wide diversity of EHEC O157. We demonstrate that the most recent diversification correlates with acquisition of phages encoding specific types of Shiga toxin, responsible for the main damage and life-threatening consequences of EHEC in humans. Smaller phage regions have preferentially lost genes allowing phage production and the density of insertion sequences elements in integrated phage regions supports their involvement in gene deletion and phage entrapment. Profiling of integrated phages will aid identification of virulent strains from short read sequencing currently being adopted more routinely in diagnostic laboratories.","collected_by:Publich Health England",100,99.5,100,,,"Good","2017-01-16T08:01:01.096Z","2017-01-16T08:01:01.096Z"
"562.13559","Escherichia coli strain MRSN346647",,562,"Complete","MRSN346647",,,,"MLST.Escherichia_coli_1.38,MLST.Escherichia_coli_2.535",,,,"2016-12-07T00:00:00Z",,"PRJNA353939","SAMN06067968","GCF_001890365.1",,"CP018206,CP018207,CP018208","NZ_CP018206.1,NZ_CP018207.1,NZ_CP018208.1","Walter Reed Army Institute of Research",,"PacBio; Illumina MiSeq","200.0x","HGAP v. 2.0",1,2,3,5158613,50.62,5312,5212,,"Clinical",,"Jul-2016","United States","United States",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Whole genome sequencing of mcr-1 carrying Escherichia coli clinical isolates.","collected_by:MRSN",99.8,98.9,100,0.4,,"Good","2017-01-16T08:09:52.834Z","2017-01-16T08:09:52.834Z"
"562.14016","Escherichia coli strain SLK172",,562,"Complete","SLK172",,,,"MLST.Escherichia_coli_1.189,MLST.Escherichia_coli_2.809",,,,"2017-01-05T00:00:00Z",,"PRJNA344951","SAMN05853574","GCF_001936315.1",,"CP017631,CP017632,CP017633","NZ_CP017631.1,NZ_CP017632.1,NZ_CP017633.1","China National Center For Food Safety and Risk Assessment",,,,,1,2,3,5773662,50.43,6129,5746,,"faeces",,"2015-11","China","China: Beijing",,,,,,"Human, Homo sapiens",,,"Diarrhea",,,,,,,,,,,,,,,,"An isolate came from a diarrheal patient","collected_by:Lili Wang, Qian Chen",99.9,98.5,99.6,0.4,,"Good","2017-01-24T01:08:05.153Z","2017-01-24T01:08:05.153Z"
"562.15191","Escherichia coli strain NCTC86",,562,"Complete","NCTC86",,,,"MLST.Escherichia_coli_1.7610,MLST.Escherichia_coli_2.832",,"NCTC:86",,"2017-02-28T00:00:00Z",,"PRJNA373816","SAMN06314933","GCF_002007705.1",,"CP019778","NZ_CP019778.1","National University of Singapore and Genome Institute of Singapore",,"PacBio","200.0x","HGAP3 v. 3",1,,1,5111920,50.66,5347,5243,,,,"1885","Germany","Germany",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"PacBio sequencing of the original Theodor Escherich E. coli isolate NCTC86","sample_type:Bacterial culture",100,98.9,100,0.7,,"Good","2017-03-20T08:31:08.952Z","2017-03-20T08:31:08.952Z"
"562.15192","Escherichia coli strain MDR_56",,562,"Complete","MDR_56",,,,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.641",,,,"2017-03-02T00:00:00Z",,"PRJNA375745","SAMN06344815","GCF_002009315.1",,"CP019903,CP019908,CP019904,CP019907,CP019909,CP019910,CP019906,CP019905","NZ_CP019903.1,NZ_CP019908.1,NZ_CP019904.1,NZ_CP019907.1,NZ_CP019909.1,NZ_CP019910.1,NZ_CP019906.1,NZ_CP019905.1","Centers for Disease Control and Prevention",,"PacBio","90.0x","PacBio Hierarchical Genome Assembly",1,7,8,5465306,50.8,5958,5889,,"Human",,"May-2015","United States","USA:NY",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Raw sequence reads of Escherichia coli containing MCR-1 gene",,99.9,98.1,100,1.5,,"Good","2017-03-20T08:33:48.128Z","2017-03-20T08:33:48.128Z"
"562.15193","Escherichia coli strain Ecol_276",,562,"Complete","Ecol_276",,,,"MLST.Escherichia_coli_1.131",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511184","GCF_002011965.1",,"CP018953,CP018952,CP018951,CP018950,CP018949","NZ_CP018953.1,NZ_CP018952.1,NZ_CP018951.1,NZ_CP018950.1,NZ_CP018949.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,4,5,5126305,50.74,5416,5388,,,,"2010","United States","USA: Pittsburgh",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",99.9,98.4,100,,,"Good","2017-03-20T08:37:36.958Z","2017-03-20T08:37:36.958Z"
"562.15194","Escherichia coli strain Ecol_224",,562,"Complete","Ecol_224",,,,"MLST.Escherichia_coli_1.101,MLST.Escherichia_coli_2.88",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511177","GCF_002011945.1",,"CP018948,CP018947,CP018946,CP018944,CP018943,CP018942,CP018941,CP018940,CP018945","NZ_CP018948.1,NZ_CP018947.1,NZ_CP018946.1,NZ_CP018944.1,NZ_CP018943.1,NZ_CP018942.1,NZ_CP018941.1,NZ_CP018940.1,NZ_CP018945.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,8,9,5223096,50.7,5561,5521,,,,"2010","Vietnam","Viet Nam: Hanoi",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",99.3,98.1,100,,,"Good","2017-03-20T08:37:57.824Z","2017-03-20T08:37:57.824Z"
"562.15195","Escherichia coli strain Ecol_316",,562,"Complete","Ecol_316",,,,"MLST.Escherichia_coli_1.393,MLST.Escherichia_coli_2.494",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511183","GCF_002011985.1",,"CP018957,CP018955,CP018954,CP018956","NZ_CP018957.1,NZ_CP018955.1,NZ_CP018954.1,NZ_CP018956.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,3,4,5471138,50.82,5699,5661,,,,"2011","United States","USA: Caguas",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",99.8,99,100,,,"Good","2017-03-20T08:38:02.657Z","2017-03-20T08:38:02.657Z"
"562.15196","Escherichia coli strain Ecol_517",,562,"Complete","Ecol_517",,,,"MLST.Escherichia_coli_1.410,MLST.Escherichia_coli_2.471",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511179","GCF_002012005.1",,"CP018965,CP018964,CP018963","NZ_CP018965.1,NZ_CP018964.1,NZ_CP018963.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,2,3,4968096,50.67,5230,5172,,,,"2011","Brazil","Brazil: Rio de Janeiro",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",99.4,98.6,100,0.4,,"Good","2017-03-20T08:37:43.013Z","2017-03-20T08:37:43.013Z"
"562.15197","Escherichia coli strain Ecol_542",,562,"Complete","Ecol_542",,,,"MLST.Escherichia_coli_1.131",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511186","GCF_002012025.1",,"CP018970,CP018969,CP018967,CP018966,CP018968","NZ_CP018970.1,NZ_CP018969.1,NZ_CP018967.1,NZ_CP018966.1,NZ_CP018968.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,4,5,5395325,50.81,5770,5733,,,,"2011","Vietnam","Viet Nam: Ho Chi Minh City",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",99.7,98.4,100,0.4,,"Good","2017-03-20T08:37:52.983Z","2017-03-20T08:37:52.983Z"
"562.15198","Escherichia coli strain Ecol_545",,562,"Complete","Ecol_545",,,,"MLST.Escherichia_coli_1.38,MLST.Escherichia_coli_2.535",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511169","GCF_002012045.1",,"CP018976,CP018975,CP018973,CP018972,CP018971,CP018974","NZ_CP018976.1,NZ_CP018975.1,NZ_CP018973.1,NZ_CP018972.1,NZ_CP018971.1,NZ_CP018974.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,5,6,5276034,50.63,5495,5440,,,,"2011","Vietnam","Viet Nam: Ho Chi Minh City",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",99.8,99,100,,,"Good","2017-03-20T08:37:47.695Z","2017-03-20T08:37:47.695Z"
"562.15199","Escherichia coli strain Ecol_656",,562,"Complete","Ecol_656",,,,"MLST.Escherichia_coli_1.131",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511161","GCF_002012065.1",,"CP018979,CP018978,CP018977","NZ_CP018979.1,NZ_CP018978.1,NZ_CP018977.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,2,3,5405139,50.8,5758,5690,,,,"2012","United States","USA: Caguas",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",99.6,98.1,100,0.4,,"Good","2017-03-20T08:38:15.915Z","2017-03-20T08:38:15.915Z"
"562.15200","Escherichia coli strain Ecol_AZ146",,562,"Complete","Ecol_AZ146",,,,"MLST.Escherichia_coli_1.131",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511152","GCF_002012085.1",,"CP018991,CP018990,CP018988,CP018987,CP018986,CP018985,CP018984,CP018989","NZ_CP018991.1,NZ_CP018990.1,NZ_CP018988.1,NZ_CP018987.1,NZ_CP018986.1,NZ_CP018985.1,NZ_CP018984.1,NZ_CP018989.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,7,8,5727407,50.71,6232,6150,,,,"2012","Italy","Italy: Pisa",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:AstraZeneca global surveillance study of antimicrobial resistance",99.5,98.2,100,,,"Good","2017-03-20T08:38:40.476Z","2017-03-20T08:38:40.476Z"
"562.15201","Escherichia coli strain Ecol_AZ147",,562,"Complete","Ecol_AZ147",,,,"MLST.Escherichia_coli_1.540,MLST.Escherichia_coli_2.716",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511182","GCF_002012105.1",,"CP018995,CP018994,CP018993,CP018992","NZ_CP018995.1,NZ_CP018994.1,NZ_CP018993.1,NZ_CP018992.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,3,4,5090480,50.89,5370,5348,,,,"2012","Israel","Israel: Kfar Sava",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:AstraZeneca global surveillance study of antimicrobial resistance",99.6,97.9,100,0.4,,"Good","2017-03-20T08:38:54.759Z","2017-03-20T08:38:54.759Z"
"562.15202","Escherichia coli strain Ecol_AZ155",,562,"Complete","Ecol_AZ155",,,,"MLST.Escherichia_coli_1.44,MLST.Escherichia_coli_2.2",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511168","GCF_002012125.1",,"CP019005,CP019002,CP019003,CP019004,CP019001","NZ_CP019005.1,NZ_CP019002.1,NZ_CP019003.1,NZ_CP019004.1,NZ_CP019001.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,4,5,5090221,50.89,5389,5366,,,,"2013","China","China: Beijing",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:AstraZeneca global surveillance study of antimicrobial resistance",100,99,100,0.4,,"Good","2017-03-20T08:38:30.656Z","2017-03-20T08:38:30.656Z"
"562.15203","Escherichia coli strain Ecol_AZ159",,562,"Complete","Ecol_AZ159",,,,"MLST.Escherichia_coli_1.131",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511159","GCF_002012145.1",,"CP019008,CP019007,CP019006","NZ_CP019008.1,NZ_CP019007.1,NZ_CP019006.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,2,3,5101928,50.64,5280,5258,,,,"2013","Colombia","Colombia: Bogota",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:AstraZeneca global surveillance study of antimicrobial resistance",99.6,98.4,100,,,"Good","2017-03-20T08:38:36.360Z","2017-03-20T08:38:36.360Z"
"562.15204","Escherichia coli strain Ecol_AZ162",,562,"Complete","Ecol_AZ162",,,,"MLST.Escherichia_coli_1.131",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511185","GCF_002012165.1",,"CP019015,CP019013,CP019014","NZ_CP019015.1,NZ_CP019013.1,NZ_CP019014.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,2,3,5351874,50.72,5640,5607,,,,"2013","United States","USA: Boston",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:AstraZeneca global surveillance study of antimicrobial resistance",99.9,98,100,,,"Good","2017-03-20T08:38:25.161Z","2017-03-20T08:38:25.161Z"
"562.15205","Escherichia coli strain Ecol_422",,562,"Complete","Ecol_422",,,,"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.2",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511153","GCF_002012185.1",,"CP018962,CP018961,CP018960,CP018958,CP018959","NZ_CP018962.1,NZ_CP018961.1,NZ_CP018960.1,NZ_CP018958.1,NZ_CP018959.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,4,5,5215799,50.59,5509,5488,,,,"2011","Ecuador","Ecuador: Quito",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",100,98.9,100,0.7,,"Good","2017-03-20T08:38:45.424Z","2017-03-20T08:38:45.424Z"
"562.15206","Escherichia coli strain Ecol_867",,562,"Complete","Ecol_867",,,,"MLST.Escherichia_coli_1.131",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511148","GCF_002012205.1",,"CP018983,CP018982,CP018980,CP018981","NZ_CP018983.1,NZ_CP018982.1,NZ_CP018980.1,NZ_CP018981.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,3,4,5065803,50.83,5282,5263,,,,"2013","Canada","Canada: Toronto",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",99.9,98.6,100,,,"Good","2017-03-20T08:38:50.666Z","2017-03-20T08:38:50.666Z"
