"VFclass"	"Virulence.factors"	"Related.genes"	"UPEC"	"EAEC"	"APEC"	"ETEC"	"EHEC"	"StxEAEC"	"NMEC"	"AIEC"	"K12"
"Secretion system"	"SCI-I T6SS"	"-"	1	2	0	0	0	0	0	0	0
"Secretion system"	"SCI-I T6SS"	"-"	4	2	0	0	0	0	0	3	0
"Secretion system"	"SCI-I T6SS"	"-"	0	2	0	0	0	0	0	0	0
"Secretion system"	"SCI-I T6SS"	"-"	6	2	1	0	1	0	2	3	0
"Secretion system"	"SCI-I T6SS"	"-"	7	2	1	0	1	0	2	3	0
"Secretion system"	"SCI-I T6SS"	"-"	0	2	0	0	0	0	0	0	0
"Secretion system"	"SCI-I T6SS"	"-"	6	2	1	0	1	0	2	3	0
"Secretion system"	"SCI-I T6SS"	"-"	5	2	1	0	1	0	2	3	0
"Secretion system"	"SCI-I T6SS"	"-"	7	2	1	1	1	0	2	3	0
"Secretion system"	"SCI-I T6SS"	"-"	7	2	1	1	1	0	2	3	0
"Secretion system"	"SCI-I T6SS"	"-"	0	2	0	0	0	0	0	0	0
"Secretion system"	"SCI-I T6SS"	"-"	0	5	0	0	0	3	0	0	0
"Secretion system"	"SCI-I T6SS"	"-"	0	5	0	0	0	3	0	0	0
"Secretion system"	"SCI-I T6SS"	"-"	0	4	0	0	0	3	0	0	0
"Secretion system"	"SCI-I T6SS"	"-"	3	2	0	1	1	0	1	3	0
"Toxin"	"Alpha-hemolysin"	"hlyD"	4	0	0	1	7	0	0	1	0
"Toxin"	"Alpha-hemolysin"	"hlyB"	4	0	0	1	7	0	0	1	0
"Toxin"	"Alpha-hemolysin"	"hlyA"	4	0	0	1	7	0	0	1	0
"Toxin"	"Alpha-hemolysin"	"hlyC"	4	0	0	1	7	0	0	1	0
"Toxin"	"Colicin-like Usp"	"usp"	6	0	1	0	0	0	2	3	0
"Toxin"	"Cytolethal distending toxin"	"cdtA"	0	0	1	0	0	0	1	0	0
"Toxin"	"Cytolethal distending toxin"	"cdtB"	0	0	1	0	0	0	1	0	0
"Toxin"	"Cytolethal distending toxin"	"cdtC"	0	0	1	0	0	0	1	0	0
"Toxin"	"Cytotoxic necrotizing factor 1"	"cnf1"	2	0	0	0	0	0	0	1	0
"Toxin"	"Enterotoxin 1"	"set1A"	0	1	0	0	0	0	0	0	0
"Toxin"	"Enterotoxin 1"	"set1B"	0	1	0	0	0	0	0	0	0
"Toxin"	"Enterotoxin SenB/TieB"	"senB"	2	0	0	0	0	0	0	1	0
"Toxin"	"Heat-labile enterotoxin"	"eltA"	0	0	0	3	0	0	0	0	0
"Toxin"	"Heat-labile enterotoxin"	"eltB"	0	0	0	2	0	0	0	0	0
"Toxin"	"Heat-stable enterotoxin 1 (EAST1)"	"astA"	0	1	0	0	0	0	0	0	0
"Toxin"	"Hemolysin/cytolysin A"	"hlyE/clyA"	4	4	1	1	7	3	1	3	0
"Toxin"	"Shiga-like toxin"	"stx1A"	0	0	0	0	6	0	0	0	0
"Toxin"	"Shiga-like toxin"	"stx1B"	0	0	0	0	6	0	0	0	0
"Toxin"	"Shiga-like toxin"	"stx2A"	0	3	0	0	7	3	0	0	0
"Toxin"	"Shiga-like toxin"	"stx2B"	0	3	0	0	7	3	0	0	0
